species_id,aou,english_common_name,french_common_name,spanish_common_name,sporder,family,genus,species
1172,7030,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,Passeriformes,Mimidae,Mimus,polyglottos
1173,4930,European Starling,Étourneau sansonnet,Sturnus vulgaris,Passeriformes,Sturnidae,Sturnus,vulgaris
1174,4932,Common Myna,Martin triste,Acridotheres tristis,Passeriformes,Sturnidae,Acridotheres,tristis
1178,6960,Eastern Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,Passeriformes,Motacillidae,Motacilla,tschutschensis
1181,6940,White Wagtail,Bergeronnette grise,Motacilla alba,Passeriformes,Motacillidae,Motacilla,alba
1185,6990,Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,Passeriformes,Motacillidae,Anthus,cervinus
1186,6970,American Pipit,Pipit d'Amérique,Anthus rubescens,Passeriformes,Motacillidae,Anthus,rubescens
1187,7000,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,Passeriformes,Motacillidae,Anthus,spragueii
1188,6180,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,Passeriformes,Bombycillidae,Bombycilla,garrulus
1189,6190,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,Passeriformes,Bombycillidae,Bombycilla,cedrorum
1190,6185,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Bombycilla garrulus / cedrorum,Passeriformes,Bombycillidae,Bombycilla,garrulus / cedrorum
1192,6200,Phainopepla,Phénopèple luisant,Phainopepla nitens,Passeriformes,Ptiliogonatidae,Phainopepla,nitens
1193,6510,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,Passeriformes,Peucedramidae,Peucedramus,taeniatus
1194,5360,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,Passeriformes,Calcariidae,Calcarius,lapponicus
1195,5380,Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,Passeriformes,Calcariidae,Calcarius,ornatus
1196,5370,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,Passeriformes,Calcariidae,Calcarius,pictus
1197,5390,McCown's Longspur,Plectrophane de McCown,Rhynchophanes mccownii,Passeriformes,Calcariidae,Rhynchophanes,mccownii
1198,5340,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,Passeriformes,Calcariidae,Plectrophenax,nivalis
1200,6740,Ovenbird,Paruline couronnée,Seiurus aurocapilla,Passeriformes,Parulidae,Seiurus,aurocapilla
1201,6390,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,Helmitheros,vermivorum
1202,6760,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,Passeriformes,Parulidae,Parkesia,motacilla
1203,6750,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,Passeriformes,Parulidae,Parkesia,noveboracensis
1204,6420,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,Passeriformes,Parulidae,Vermivora,chrysoptera
1205,6410,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,Vermivora,cyanoptera
1206,6412,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera
1207,6413,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera
1208,6360,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,Mniotilta,varia
1209,6370,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,Passeriformes,Parulidae,Protonotaria,citrea
1210,6380,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,Limnothlypis,swainsonii
1212,6470,Tennessee Warbler,Paruline obscure,Oreothlypis peregrina,Passeriformes,Parulidae,Oreothlypis,peregrina
1213,6460,Orange-crowned Warbler,Paruline verdâtre,Oreothlypis celata,Passeriformes,Parulidae,Oreothlypis,celata
1215,6430,Lucy's Warbler,Paruline de Lucy,Oreothlypis luciae,Passeriformes,Parulidae,Oreothlypis,luciae
1216,6450,Nashville Warbler,Paruline à joues grises,Oreothlypis ruficapilla,Passeriformes,Parulidae,Oreothlypis,ruficapilla
1217,6440,Virginia's Warbler,Paruline de Virginia,Oreothlypis virginiae,Passeriformes,Parulidae,Oreothlypis,virginiae
1218,6780,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,Passeriformes,Parulidae,Oporornis,agilis
1220,6800,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,Passeriformes,Parulidae,Geothlypis,tolmiei
1221,6790,Mourning Warbler,Paruline triste,Geothlypis philadelphia,Passeriformes,Parulidae,Geothlypis,philadelphia
1222,6770,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,Passeriformes,Parulidae,Geothlypis,formosa
1226,6810,Common Yellowthroat,Paruline masquée,Geothlypis trichas,Passeriformes,Parulidae,Geothlypis,trichas
1228,6840,Hooded Warbler,Paruline à capuchon,Setophaga citrina,Passeriformes,Parulidae,Setophaga,citrina
1229,6870,American Redstart,Paruline flamboyante,Setophaga ruticilla,Passeriformes,Parulidae,Setophaga,ruticilla
1230,6700,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,Setophaga,kirtlandii
1231,6500,Cape May Warbler,Paruline tigrée,Setophaga tigrina,Passeriformes,Parulidae,Setophaga,tigrina
1232,6580,Cerulean Warbler,Paruline azurée,Setophaga cerulea,Passeriformes,Parulidae,Setophaga,cerulea
1233,6480,Northern Parula,Paruline à collier,Setophaga americana,Passeriformes,Parulidae,Setophaga,americana
1234,6490,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,Setophaga,pitiayumi
1235,6570,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,Passeriformes,Parulidae,Setophaga,magnolia
1236,6600,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,Passeriformes,Parulidae,Setophaga,castanea
1237,6620,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,Passeriformes,Parulidae,Setophaga,fusca
1238,6520,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,Setophaga,petechia
1239,6590,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,Setophaga,pensylvanica
1240,6610,Blackpoll Warbler,Paruline rayée,Setophaga striata,Passeriformes,Parulidae,Setophaga,striata
1241,6540,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,Setophaga,caerulescens
1242,6720,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,Setophaga,palmarum
1243,6710,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,Setophaga,pinus
1244,6550,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,Setophaga,coronata coronata
1245,6560,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,Setophaga,coronata audoboni
1246,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié),Setophaga coronata,Passeriformes,Parulidae,Setophaga,coronata
1247,6630,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Passeriformes,Parulidae,Setophaga,dominica
1248,6730,Prairie Warbler,Paruline des prés,Setophaga discolor,Passeriformes,Parulidae,Setophaga,discolor
1249,6640,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,Setophaga,graciae
1250,6650,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,Setophaga,nigrescens
1251,6680,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,Setophaga,townsendi
1252,6690,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,Passeriformes,Parulidae,Setophaga,occidentalis
1253,6686,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Setophaga townsendi x occidentalis,Passeriformes,Icteridae,Icterus,townsendi x occidentalis
1254,6685,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaune,Setophaga townsendi / occidentalis,Passeriformes,Parulidae,Setophaga,townsendi / occidentalis
1255,6660,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,Setophaga,chrysoparia
1256,6670,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,Passeriformes,Parulidae,Setophaga,virens
1261,6860,Canada Warbler,Paruline du Canada,Cardellina canadensis,Passeriformes,Parulidae,Cardellina,canadensis
1262,6850,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,Passeriformes,Parulidae,Cardellina,pusilla
1263,6900,Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,Passeriformes,Parulidae,Cardellina,rubrifrons
1266,6880,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,Passeriformes,Parulidae,Myioborus,pictus
1268,6830,Yellow-breasted Chat,Paruline polyglotte,Icteria virens,Passeriformes,Parulidae,Icteria,virens
1303,5860,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Emberizidae,Arremonops,rufivirgatus
1308,5900,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,Passeriformes,Emberizidae,Pipilo,chlorurus
1309,5880,Spotted Towhee,Tohi tacheté,Pipilo maculatus,Passeriformes,Emberizidae,Pipilo,maculatus
1310,5870,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,Passeriformes,Emberizidae,Pipilo,erythrophthalmus
1311,5871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Emberizidae,Pipilo,maculatus / erythrophthalmus
1313,5800,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,Passeriformes,Emberizidae,Aimophila,ruficeps
1318,5910,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Emberizidae,Melozone,fusca
1320,5911,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Emberizidae,Melozone,crissalis
1321,5920,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Emberizidae,Melozone,aberti
1323,5790,Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,Passeriformes,Emberizidae,Peucaea,carpalis
1327,5760,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,Passeriformes,Emberizidae,Peucaea,botterii
1328,5780,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,Passeriformes,Emberizidae,Peucaea,cassinii
1329,5750,Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,Passeriformes,Emberizidae,Peucaea,aestivalis
1331,5590,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Emberizidae,Spizelloides,arborea
1332,5600,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Emberizidae,Spizella,passerina
1333,5610,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Emberizidae,Spizella,pallida
1334,5620,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Emberizidae,Spizella,breweri
1335,5630,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Emberizidae,Spizella,pusilla
1337,5650,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,Passeriformes,Emberizidae,Spizella,atrogularis
1338,5400,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,Passeriformes,Emberizidae,Pooecetes,gramineus
1339,5520,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,Passeriformes,Emberizidae,Chondestes,grammacus
1341,5730,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,Passeriformes,Emberizidae,Amphispiza,bilineata
1342,5738,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Emberizidae,Artemisiospiza,nevadensis
1343,5739,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Emberizidae,Artemisiospiza,belli
1344,5740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Emberizidae,Artemisiospiza,nevadensis / belli
1345,6050,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Emberizidae,Calamospiza,melanocorys
1346,5420,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,Passeriformes,Emberizidae,Passerculus,sandwichensis
1347,5460,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,Passeriformes,Emberizidae,Ammodramus,savannarum
1348,5450,Baird's Sparrow,Bruant de Baird,Ammodramus bairdii,Passeriformes,Emberizidae,Ammodramus,bairdii
1349,5470,Henslow's Sparrow,Bruant de Henslow,Ammodramus henslowii,Passeriformes,Emberizidae,Ammodramus,henslowii
1350,5480,Le Conte's Sparrow,Bruant de Le Conte,Ammodramus leconteii,Passeriformes,Emberizidae,Ammodramus,leconteii
1351,5491,Nelson's Sparrow,Bruant de Nelson,Ammodramus nelsoni,Passeriformes,Emberizidae,Ammodramus,nelsoni
1352,5490,Saltmarsh Sparrow,Bruant à queue aiguë,Ammodramus caudacutus,Passeriformes,Emberizidae,Ammodramus,caudacutus
1353,5500,Seaside Sparrow,Bruant maritime,Ammodramus maritimus,Passeriformes,Emberizidae,Ammodramus,maritimus
1355,5850,Fox Sparrow,Bruant fauve,Passerella iliaca,Passeriformes,Emberizidae,Passerella,iliaca
1356,5810,Song Sparrow,Bruant chanteur,Melospiza melodia,Passeriformes,Emberizidae,Melospiza,melodia
1357,5830,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,Passeriformes,Emberizidae,Melospiza,lincolnii
1358,5840,Swamp Sparrow,Bruant des marais,Melospiza georgiana,Passeriformes,Emberizidae,Melospiza,georgiana
1360,5580,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,Passeriformes,Emberizidae,Zonotrichia,albicollis
1361,5530,Harris's Sparrow,Bruant à face noire,Zonotrichia querula,Passeriformes,Emberizidae,Zonotrichia,querula
1362,5540,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,Passeriformes,Emberizidae,Zonotrichia,leucophrys
1363,5570,Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,Passeriformes,Emberizidae,Zonotrichia,atricapilla
1364,5670,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisé (groupe hyemalis),Junco hyemalis hyemalis,Passeriformes,Emberizidae,Junco,hyemalis hyemalis
1365,5671,(Oregon Junco) Dark-eyed Junco,Junco ardoisé (groupe oreganus),Junco hyemalis oreganus,Passeriformes,Emberizidae,Junco,hyemalis oreganus
1366,5680,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisé (groupe mearnsi),Junco hyemalis mearnsi,Passeriformes,Emberizidae,Junco,hyemalis mearnsi
1367,5660,(White-winged Junco) Dark-eyed Junco,Junco ardoisé (à ailes blanches),Junco hyemalis aikeni,Passeriformes,Emberizidae,Junco,hyemalis aikeni
1368,5690,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisé (à tête grise),Junco hyemalis caniceps,Passeriformes,Emberizidae,Junco,hyemalis caniceps
1369,5677,(unid. race) Dark-eyed Junco,Junco ardoisé (groupe non identifié),Junco hyemalis,Passeriformes,Emberizidae,Junco,hyemalis
1371,5700,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,Passeriformes,Emberizidae,Junco,phaeonotus
1383,6090,Hepatic Tanager,Piranga orangé,Piranga flava,Passeriformes,Cardinalidae,Piranga,flava
1384,6100,Summer Tanager,Piranga vermillon,Piranga rubra,Passeriformes,Cardinalidae,Piranga,rubra
1385,6080,Scarlet Tanager,Piranga écarlate,Piranga olivacea,Passeriformes,Cardinalidae,Piranga,olivacea
1386,6070,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,Passeriformes,Cardinalidae,Piranga,ludoviciana
1394,5930,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,Passeriformes,Cardinalidae,Cardinalis,cardinalis
1395,5940,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae,Cardinalis,sinuatus
1396,5935,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Cardinalis cardinalis / sinuatus,Passeriformes,Cardinalidae,Cardinalis,cardinalis / sinuatus
1398,5950,Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,Passeriformes,Cardinalidae,Pheucticus,ludovicianus
1399,5960,Black-headed Grosbeak,Cardinal à tête noire,Pheucticus melanocephalus,Passeriformes,Cardinalidae,Pheucticus,melanocephalus
1405,5970,Blue Grosbeak,Guiraca bleu,Passerina caerulea,Passeriformes,Cardinalidae,Passerina,caerulea
1406,5990,Lazuli Bunting,Passerin azuré,Passerina amoena,Passeriformes,Cardinalidae,Passerina,amoena
1407,5980,Indigo Bunting,Passerin indigo,Passerina cyanea,Passeriformes,Cardinalidae,Passerina,cyanea
1408,5986,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azuré x Passerin indigo,Passerina amoena x cyanea,Passeriformes,Cardinalidae,Passerina,amoena x cyanea
1411,6000,Varied Bunting,Passerin varié,Passerina versicolor,Passeriformes,Cardinalidae,Passerina,versicolor
1412,6010,Painted Bunting,Passerin nonpareil,Passerina ciris,Passeriformes,Cardinalidae,Passerina,ciris
1413,6040,Dickcissel,Dickcissel d'Amérique,Spiza americana,Passeriformes,Cardinalidae,Spiza,americana
1414,4940,Bobolink,Goglu des prés,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonyx,oryzivorus
1415,4980,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,Passeriformes,Icteridae,Agelaius,phoeniceus
1416,5000,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,Passeriformes,Icteridae,Agelaius,tricolor
1418,5010,Eastern Meadowlark,Sturnelle des prés,Sturnella magna,Passeriformes,Icteridae,Sturnella,magna
1419,5011,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,Sturnella,neglecta
1420,5012,unid. Eastern Meadowlark / Western Meadowlark,unid Sturnelle des prés / Sturnelle de l'Ouest,Sturnella magna / neglecta,Passeriformes,Icteridae,Sturnella,magna / neglecta
1421,4970,Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus
1423,5090,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,Passeriformes,Icteridae,Euphagus,carolinus
1424,5100,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,Passeriformes,Icteridae,Euphagus,cyanocephalus
1425,5110,Common Grackle,Quiscale bronzé,Quiscalus quiscula,Passeriformes,Icteridae,Quiscalus,quiscula
1426,5130,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,Passeriformes,Icteridae,Quiscalus,major
1427,5120,Great-tailed Grackle,Quiscale à longue queue,Quiscalus mexicanus,Passeriformes,Icteridae,Quiscalus,mexicanus
1428,5135,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale à longue queue,Quiscalus major / mexicanus,Passeriformes,Icteridae,Quiscalus,major / mexicanus
1429,4961,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,Passeriformes,Icteridae,Molothrus,bonariensis
1430,4960,Bronzed Cowbird,Vacher bronzé,Molothrus aeneus,Passeriformes,Icteridae,Molothrus,aeneus
1431,4950,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,Passeriformes,Icteridae,Molothrus,ater
1433,4955,unid. Bronzed Cowbird / Brown-headed Cowbird,unid Vacher bronzé / à tête brune,Molothrus aeneus / ater,Passeriformes,Icteridae,Molothrus,aeneus / ater
1437,5060,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,Icterus,spurius
1438,5050,Hooded Oriole,Oriole masqué,Icterus cucullatus,Passeriformes,Icteridae,Icterus,cucullatus
1442,5080,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,Icterus,bullockii
1444,5032,Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,Passeriformes,Icteridae,Icterus,pectoralis
1445,5031,Altamira Oriole,Oriole à gros bec,Icterus gularis,Passeriformes,Icteridae,Icterus,gularis
1446,5030,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,Icterus,graduacauda
1447,5070,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,Passeriformes,Icteridae,Icterus,galbula
1449,5077,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Icterus bullockii / galbula,Passeriformes,Icteridae,Icterus,bullockii / galbula
1451,5040,Scott's Oriole,Oriole jaune-verdâtre,Icterus parisorum,Passeriformes,Icteridae,Icterus,parisorum
1465,5240,Gray-crowned Rosy-Finch,Roselin à tête grise,Leucosticte tephrocotis,Passeriformes,Fringillidae,Leucosticte,tephrocotis
1466,5250,Black Rosy-Finch,Roselin noir,Leucosticte atrata,Passeriformes,Fringillidae,Leucosticte,atrata
1467,5260,Brown-capped Rosy-Finch,Roselin à tête brune,Leucosticte australis,Passeriformes,Fringillidae,Leucosticte,australis
1468,5150,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,Passeriformes,Fringillidae,Pinicola,enucleator
1471,5190,House Finch,Roselin familier,Haemorhous mexicanus,Passeriformes,Fringillidae,Haemorhous,mexicanus
1472,5195,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourpré / de Cassin / familier,Carpodacus purpureus / cassinii / mexicanus,Passeriformes,Fringillidae,Carpodacus,purpureus / cassinii / mexicanus
1473,5170,Purple Finch,Roselin pourpré,Haemorhous purpureus,Passeriformes,Fringillidae,Haemorhous,purpureus
1474,5180,Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,Passeriformes,Fringillidae,Haemorhous,cassinii
1475,5210,Red Crossbill,Bec-croisé des sapins,Loxia curvirostra,Passeriformes,Fringillidae,Loxia,curvirostra
1476,5220,White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,Passeriformes,Fringillidae,Loxia,leucoptera
1477,5225,unid. Red Crossbill / White-winged Crossbill,unid Bec-croisé des sapins / Bec-croisé bifascié,Loxia curvirostra / leucoptera,Passeriformes,Fringillidae,Loxia,curvirostra / leucoptera
1478,5280,Common Redpoll,Sizerin flammé,Acanthis flammea,Passeriformes,Fringillidae,Acanthis,flammea
1479,5270,Hoary Redpoll,Sizerin blanchâtre,Acanthis hornemanni,Passeriformes,Fringillidae,Acanthis,hornemanni
